"","rate","approx_cost.for.two.people.","online_order","book_table","votes","listed_in.type.","listed_in.city.","Cuisines_Categorical","Restaurant_type"
"24139",3.5,250,"Yes","No",12,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24140",4,250,"Yes","No",685,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24141",4,200,"Yes","No",34,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24142",3.5,400,"Yes","No",20,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24143",3.7,500,"Yes","No",21,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24144",3.5,400,"Yes","No",33,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24145",3.7,400,"Yes","No",175,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24146",3.4,500,"Yes","No",6,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24147",3.6,700,"Yes","No",10,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24148",3.6,600,"Yes","No",22,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24149",3.4,300,"Yes","No",10,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24150",3.8,500,"Yes","No",22,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"24151",3.9,400,"Yes","No",49,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24152",3.7,400,"Yes","No",28,"Delivery","Koramangala 5th Block","Fast Food","Cafe"
"24153",3.6,300,"Yes","No",35,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24154",3.9,1200,"Yes","Yes",599,"Delivery","Koramangala 5th Block","Indian","Bar"
"24155",3.4,250,"Yes","No",4,"Delivery","Koramangala 5th Block","Dessert","Delivery"
"24156",3.4,200,"Yes","No",6,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24157",3.3,400,"Yes","No",38,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24158",4,400,"Yes","No",62,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24159",3.5,250,"Yes","No",14,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24160",3.3,300,"Yes","No",4,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24161",3.4,300,"Yes","No",50,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24162",3,400,"Yes","No",7,"Delivery","Koramangala 5th Block","Middle Eastern","Quick Bites"
"24163",4.4,700,"Yes","Yes",103,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"24164",3.8,300,"No","No",89,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24165",3.7,350,"Yes","No",61,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24166",3.1,500,"Yes","No",11,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24167",3.5,400,"Yes","No",12,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24168",4,1100,"Yes","Yes",151,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24169",4.1,600,"Yes","Yes",152,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24170",4.1,200,"No","No",145,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24171",3.7,500,"Yes","No",502,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24172",3.8,200,"Yes","No",37,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24173",3.2,250,"Yes","No",4,"Delivery","Koramangala 5th Block","Asian","Kiosk"
"24174",2.9,650,"Yes","No",62,"Delivery","Koramangala 5th Block","Asian","Cafe"
"24175",3.5,700,"Yes","No",9,"Delivery","Koramangala 5th Block","Indian","Bar"
"24176",3.1,200,"No","No",12,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24177",2.9,500,"No","No",16,"Delivery","Koramangala 5th Block","Bar Food","Quick Bites"
"24178",3.7,250,"No","No",21,"Delivery","Koramangala 5th Block","American","Quick Bites"
"24179",3.6,500,"No","No",51,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24180",3.8,400,"No","No",38,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24181",3,150,"No","No",8,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24182",3.5,600,"No","No",10,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24183",4.4,500,"Yes","No",405,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24184",3.9,400,"Yes","No",188,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24185",2.4,400,"No","No",45,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24186",3.5,200,"No","No",12,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24187",3.5,400,"No","No",15,"Delivery","Koramangala 5th Block","Fast Food","Dessert Parlor"
"24188",3.5,250,"No","No",6,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24189",3.4,700,"No","No",39,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24190",3.2,250,"No","No",9,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24191",3.5,500,"Yes","No",433,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24192",3.8,700,"Yes","No",24,"Delivery","Koramangala 5th Block","Asian","Cafe"
"24193",3.8,400,"Yes","No",30,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"24194",3.2,200,"Yes","No",6,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"24195",4,400,"Yes","No",69,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24196",4.1,600,"Yes","No",292,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24197",3.4,400,"No","No",8,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24198",2.8,650,"No","No",26,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24199",3.2,500,"No","No",10,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24200",3.8,300,"Yes","No",464,"Delivery","Koramangala 5th Block","Indian","Misc"
"24201",3.5,600,"Yes","No",74,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24202",3.3,300,"Yes","No",26,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24203",4.1,600,"Yes","No",306,"Delivery","Koramangala 5th Block","Mexican","Cafe"
"24204",3.6,800,"Yes","No",243,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24205",3.6,500,"Yes","No",23,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24206",3.5,400,"Yes","No",9,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24207",3.7,550,"Yes","No",24,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"24208",3.8,200,"Yes","No",18,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24209",4,800,"Yes","No",201,"Delivery","Koramangala 5th Block","Bar Food","Cafe"
"24210",3.4,500,"Yes","No",30,"Delivery","Koramangala 5th Block","American","Delivery"
"24211",4,500,"Yes","No",195,"Delivery","Koramangala 5th Block","Asian","Delivery"
"24212",3.1,500,"Yes","No",224,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24213",3.3,100,"Yes","No",5,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24214",3.2,250,"Yes","No",6,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24215",3.4,200,"Yes","No",95,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24216",3.9,350,"Yes","No",96,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24217",3.2,200,"Yes","No",7,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"24218",4,400,"Yes","No",212,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24219",2.8,300,"Yes","No",79,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24220",2.9,400,"Yes","No",36,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24221",3.4,300,"Yes","No",15,"Delivery","Koramangala 5th Block","American","Takeaway"
"24222",4,500,"Yes","No",1113,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24223",3.6,300,"Yes","No",46,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24224",2.9,450,"No","No",21,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24225",3.6,600,"Yes","No",132,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24226",3.3,300,"Yes","No",4,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24227",3.5,350,"Yes","No",14,"Delivery","Koramangala 5th Block","European","Quick Bites"
"24228",3.8,800,"Yes","No",178,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24229",3.3,400,"Yes","No",16,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24230",3.2,250,"Yes","No",12,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24231",3,650,"Yes","No",61,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"24232",3.3,250,"Yes","No",4,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"24233",3.7,700,"Yes","No",26,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24234",3.5,200,"Yes","No",10,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24235",4,300,"Yes","No",76,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24236",3,500,"Yes","No",20,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24237",3.7,300,"Yes","No",16,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24238",3.6,300,"Yes","No",48,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24239",3.5,600,"Yes","No",33,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24240",3.7,150,"Yes","No",95,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24241",3.2,350,"Yes","No",42,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24242",4.3,450,"Yes","No",169,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24243",3.3,300,"Yes","No",5,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24244",3.7,600,"Yes","No",74,"Delivery","Koramangala 5th Block","Bar Food","Delivery"
"24245",3.9,300,"Yes","No",179,"Delivery","Koramangala 5th Block","Fast Food","Delivery"
"24246",3.1,450,"Yes","No",175,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24247",3.6,400,"Yes","No",57,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24248",3.8,200,"Yes","No",278,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24249",3.2,550,"Yes","No",5,"Delivery","Koramangala 5th Block","Asian","Delivery"
"24250",3.8,850,"Yes","No",21,"Delivery","Koramangala 5th Block","Middle Eastern","Quick Bites"
"24251",3.6,400,"Yes","No",115,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24252",3.8,300,"Yes","No",76,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24253",3.6,200,"Yes","No",14,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24254",3.7,600,"Yes","No",46,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24255",3.6,200,"Yes","No",11,"Delivery","Koramangala 5th Block","Fast Food","Takeaway"
"24256",3.9,150,"Yes","No",112,"Delivery","Koramangala 5th Block","Bar Food","Delivery"
"24257",3.8,400,"Yes","No",110,"Delivery","Koramangala 5th Block","Bar Food","Delivery"
"24258",3.3,300,"Yes","No",19,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24259",3.8,600,"Yes","No",211,"Delivery","Koramangala 5th Block","American","Delivery"
"24260",3.5,200,"Yes","No",9,"Delivery","Koramangala 5th Block","Indian","Food Truck"
"24261",3.4,200,"Yes","No",7,"Delivery","Koramangala 5th Block","BBQ","Food Truck"
"24262",3.5,600,"Yes","No",4,"Delivery","Koramangala 5th Block","Asian","Delivery"
"24263",3.7,500,"No","No",32,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24264",2.8,300,"Yes","No",94,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24265",3.7,900,"Yes","No",32,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"24266",3.7,300,"Yes","No",21,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24267",4.1,300,"No","No",724,"Delivery","Koramangala 5th Block","Dessert","Bakery"
"24268",3.6,500,"No","No",117,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24269",3.6,300,"No","No",14,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24270",3.6,500,"No","No",16,"Delivery","Koramangala 5th Block","European","Delivery"
"24271",3.4,200,"No","No",11,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24272",3.3,400,"No","No",4,"Delivery","Koramangala 5th Block","Bar Food","Delivery"
"24273",3,500,"No","No",34,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24274",3.5,400,"No","No",11,"Delivery","Koramangala 5th Block","Indian","Misc"
"24275",3.7,300,"No","No",17,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24276",3.3,600,"No","No",7,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24277",3.5,800,"No","No",4,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24278",3,300,"No","No",54,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24279",3.2,300,"No","No",4,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24280",3.7,500,"Yes","No",26,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24281",3.6,600,"No","No",9,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24282",3.7,700,"No","No",99,"Delivery","Koramangala 5th Block","Bar Food","Delivery"
"24283",2.9,300,"No","No",23,"Delivery","Koramangala 5th Block","Healthy Food","Delivery"
"24284",3.3,400,"Yes","No",334,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24285",3.7,800,"Yes","No",47,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24286",4.2,300,"Yes","No",185,"Delivery","Koramangala 5th Block","Indian","Mess"
"24287",3.7,200,"Yes","No",36,"Delivery","Koramangala 5th Block","Fast Food","Delivery"
"24288",3.4,300,"No","No",12,"Delivery","Koramangala 5th Block","Bar Food","Beverage Shop"
"24289",3,500,"Yes","No",53,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24290",3.8,250,"Yes","No",72,"Delivery","Koramangala 5th Block","Asian","Delivery"
"24291",3.7,500,"Yes","No",62,"Delivery","Koramangala 5th Block","American","Delivery"
"24292",3.3,400,"Yes","No",26,"Delivery","Koramangala 5th Block","European","Delivery"
"24293",3.2,100,"No","No",9,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24294",3.2,250,"Yes","No",13,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24295",3.4,500,"Yes","No",35,"Delivery","Koramangala 5th Block","European","Quick Bites"
"24296",3.8,300,"Yes","No",12,"Delivery","Koramangala 5th Block","Fast Food","Food Truck"
"24297",3.9,500,"Yes","No",144,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24298",3.4,800,"Yes","No",212,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24299",3.3,200,"No","No",4,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24300",3.8,200,"Yes","No",17,"Delivery","Koramangala 5th Block","Asian","Food Truck"
"24301",3,600,"Yes","No",20,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24302",3.6,500,"Yes","No",25,"Delivery","Koramangala 5th Block","Bar Food","Delivery"
"24303",3.5,300,"Yes","No",17,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24304",3.5,300,"Yes","No",17,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24305",3.8,500,"Yes","No",38,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24306",3.8,700,"Yes","No",215,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"24307",3.4,750,"Yes","No",29,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24308",3.7,200,"Yes","No",47,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24309",2.6,500,"Yes","No",33,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24310",4.1,700,"No","No",324,"Delivery","Koramangala 5th Block","American","Cafe"
"24311",3.8,600,"No","No",47,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"24312",3.3,300,"Yes","No",10,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24313",3.7,1300,"Yes","Yes",1014,"Delivery","Koramangala 5th Block","Asian","Bar"
"24314",4.1,500,"Yes","No",37,"Delivery","Koramangala 5th Block","Fast Food","Dessert Parlor"
"24315",3.1,500,"Yes","No",30,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24316",4.3,400,"Yes","No",1902,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24317",3.6,300,"Yes","No",23,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24318",3.7,300,"Yes","No",67,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24319",3.1,550,"Yes","No",68,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24320",3.1,250,"Yes","No",40,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24321",3.6,400,"Yes","No",24,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24322",3.6,600,"Yes","No",75,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24323",3.5,800,"Yes","No",5,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"24324",4,350,"Yes","No",152,"Delivery","Koramangala 5th Block","Fast Food","Beverage Shop"
"24325",4.2,1400,"No","Yes",1741,"Delivery","Koramangala 5th Block","Indian","Pub"
"24326",3.7,2000,"No","No",4652,"Delivery","Koramangala 5th Block","Indian","Lounge"
"24327",3.2,300,"Yes","No",7,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24328",3.7,200,"Yes","No",17,"Delivery","Koramangala 5th Block","Fast Food","Quick Bites"
"24329",2.9,300,"No","No",25,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24330",3.5,500,"Yes","No",14,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"24331",3.1,300,"No","No",4,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24332",3.2,300,"Yes","No",8,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24333",3.5,400,"Yes","No",10,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24334",3.2,350,"Yes","No",6,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24335",4,1100,"No","Yes",169,"Delivery","Koramangala 5th Block","Fast Food","Bar"
"24336",3,1000,"No","No",15,"Delivery","Koramangala 5th Block","Indian","Bar"
"24337",3.2,300,"Yes","No",47,"Delivery","Koramangala 5th Block","Asian","Quick Bites"
"24338",3.8,550,"Yes","No",172,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24339",2.6,400,"Yes","No",16,"Delivery","Koramangala 5th Block","Fast Food","Delivery"
"24340",3.6,400,"Yes","No",11,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24341",4.2,700,"Yes","No",414,"Delivery","Koramangala 5th Block","Dessert","Cafe"
"24342",4.2,600,"No","No",1534,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24343",3.5,400,"Yes","No",16,"Delivery","Koramangala 5th Block","Indian","Delivery"
"24344",4.3,800,"No","Yes",164,"Delivery","Koramangala 5th Block","Asian","Casual Dining"
"24345",4.3,850,"No","No",294,"Delivery","Koramangala 5th Block","Bar Food","Cafe"
"24346",3.9,650,"No","No",1160,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24347",4.1,700,"No","No",2449,"Delivery","Koramangala 5th Block","Fast Food","Cafe"
"24348",4.1,800,"No","Yes",811,"Delivery","Koramangala 5th Block","Indian","Bar"
"24349",4.4,800,"Yes","Yes",466,"Delivery","Koramangala 5th Block","Bar Food","Cafe"
"24350",4.1,650,"No","Yes",450,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
"24351",4.3,300,"No","No",317,"Delivery","Koramangala 5th Block","Indian","Mess"
"24352",3.9,1500,"No","No",70,"Delivery","Koramangala 5th Block","Indian","Bar"
"24353",3.6,400,"No","No",39,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24354",4.5,200,"No","No",941,"Delivery","Koramangala 5th Block","Dessert","Dessert Parlor"
"24355",3.8,300,"No","No",52,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24356",3.8,300,"No","No",69,"Delivery","Koramangala 5th Block","Indian","Quick Bites"
"24357",4.3,350,"No","No",236,"Delivery","Koramangala 5th Block","Dessert","Beverage Shop"
"24358",3.9,600,"Yes","Yes",65,"Delivery","Koramangala 5th Block","Indian","Casual Dining"
